"Name","PageCount","URL","SubNum","IsDownLoad","Status","DateTime","Num"
第03卷,314,http://www.manhuagui.com/comic/13089/130392.html,130392,0,未下載,,13089
第02卷,281,http://www.manhuagui.com/comic/13089/130391.html,130391,1,已下載,2019-04-26 11:48:39,13089
第01卷,286,http://www.manhuagui.com/comic/13089/130390.html,130390,1,已下載,2019-04-26 11:53:23,13089
GIRL'S.TYP…,266,http://www.manhuagui.com/comic/13089/130389.html,130389,1,已下載,2019-04-26 11:57:56,13089
