"Name","PageCount","URL","SubNum","IsDownLoad","Status","DateTime","Num"
第01卷,221,http://www.manhuagui.com/comic/6779/59499.html,59499,1,已下載,2019-02-25 10:32:19,6779
第02卷,211,http://www.manhuagui.com/comic/6779/59500.html,59500,1,已下載,2019-02-25 10:29:42,6779
第03卷,211,http://www.manhuagui.com/comic/6779/59501.html,59501,1,已下載,2019-02-25 10:27:12,6779
第04卷,211,http://www.manhuagui.com/comic/6779/59502.html,59502,1,已下載,2019-02-25 10:24:38,6779
第05卷,213,http://www.manhuagui.com/comic/6779/59503.html,59503,1,已下載,2019-02-25 10:21:52,6779
第06卷,223,http://www.manhuagui.com/comic/6779/59631.html,59631,1,已下載,2019-02-25 10:18:53,6779
第07卷,227,http://www.manhuagui.com/comic/6779/59632.html,59632,1,已下載,2019-02-25 10:15:39,6779
第08卷,229,http://www.manhuagui.com/comic/6779/59633.html,59633,1,已下載,2019-02-25 10:12:28,6779
第09卷,261,http://www.manhuagui.com/comic/6779/59634.html,59634,1,已下載,,6779
