Name,PageCount,URL,SubNum,IsDownLoad,Status,DateTime
第01卷,212,http://www.manhuagui.com/comic/12307/123609.html,123609,1,已下載,2020-06-14 00:30:20
第02卷,210,http://www.manhuagui.com/comic/12307/123610.html,123610,1,已下載,2020-06-14 00:27:08
第03卷,208,http://www.manhuagui.com/comic/12307/123611.html,123611,1,已下載,2020-06-14 00:23:56
第04卷,216,http://www.manhuagui.com/comic/12307/123612.html,123612,1,已下載,2020-06-14 00:20:48
第05卷,210,http://www.manhuagui.com/comic/12307/123613.html,123613,1,已下載,2020-06-14 00:17:29
第06卷,210,http://www.manhuagui.com/comic/12307/123614.html,123614,1,已下載,2020-06-14 00:14:18
第07卷,218,http://www.manhuagui.com/comic/12307/123615.html,123615,1,已下載,
