"Name","PageCount","URL","SubNum","IsDownLoad","Status","DateTime","Num"
第03卷,222,http://www.manhuagui.com/comic/6637/57473.html,57473,0,未下載,,6637
第02卷,184,http://www.manhuagui.com/comic/6637/57472.html,57472,1,已下載,2019-01-09 15:29:35,6637
第01卷,200,http://www.manhuagui.com/comic/6637/57471.html,57471,1,已下載,2019-01-09 15:34:30,6637
