"Name","PageCount","URL","SubNum","IsDownLoad","Status","DateTime","Num"
第03卷,289,http://www.manhuagui.com/comic/2444/20680.html,20680,0,未下載,,2444
第02卷,267,http://www.manhuagui.com/comic/2444/20679.html,20679,1,已下載,2019-04-26 10:36:58,2444
第01卷,291,http://www.manhuagui.com/comic/2444/20678.html,20678,1,已下載,2019-04-26 10:42:37,2444
