"Name","PageCount","URL","SubNum","IsDownLoad","Status","DateTime","Num"
第02卷,97,http://www.manhuagui.com/comic/18136/197466.html,197466,0,未下載,,18136
第01卷,102,http://www.manhuagui.com/comic/18136/197465.html,197465,1,已下載,2019-04-26 09:21:16,18136
