"Name","PageCount","URL","SubNum","IsDownLoad","Status","DateTime","Num"
第002回,30,http://www.manhuagui.com/comic/5801/52143.html,52143,0,未下載,,5801
第001回,33,http://www.manhuagui.com/comic/5801/52142.html,52142,1,已下載,2019-04-26 12:32:57,5801
